ID,rep_num,rep_length,up_length,down_length,up_down_ratio,acc_x_avg_up,acc_x_std_up,acc_x_max_up,acc_x_min_up,jerk_x_avg_up,jerk_x_std_up,acc_x_avg_down,acc_x_std_down,acc_x_max_down,acc_x_min_down,jerk_x_avg_down,jerk_x_std_down,acc_x_p2p,acc_x_r2,acc_y_avg_up,acc_y_std_up,acc_y_max_up,acc_y_min_up,jerk_y_avg_up,jerk_y_std_up,acc_y_avg_down,acc_y_std_down,acc_y_max_down,acc_y_min_down,jerk_y_avg_down,jerk_y_std_down,acc_y_p2p,acc_y_r2,acc_z_avg_up,acc_z_std_up,acc_z_max_up,acc_z_min_up,jerk_z_avg_up,jerk_z_std_up,acc_z_avg_down,acc_z_std_down,acc_z_max_down,acc_z_min_down,jerk_z_avg_down,jerk_z_std_down,acc_z_p2p,acc_z_r2,gyro_x_avg,gyro_x_std,gyro_x_r2,gyro_y_avg,gyro_y_std,gyro_y_r2,gyro_z_avg,gyro_z_std,gyro_z_r2,RPE,emg_pca_2,emg_tsne_km_class,emg_umap_km_class,emg_pca_1
A321_15_11,0,3.2399997408000205,1.736099861112011,1.5038998796880096,1.1543985637342908,0.1945619121273291,0.6921450281564918,0.988437502,-0.845654302,-1.0501774320932151,0.9795547924451536,0.2690963994193547,0.6785697955748774,1.05664063,-0.8502539139999998,1.2179856855763551,1.6744717260118955,1.906894544,0.8242200238957117,-0.1747159900838509,0.095628524877769,0.042822266,-0.277822264,0.1055931839557774,0.5520097583973486,-0.1902971689641577,0.0858059366111942,0.039179684,-0.2910644559999999,-0.1772475000498692,0.7462900374753397,0.3338867219999999,0.2236990973379374,-0.6709523012826087,0.2986902557104695,-0.1762597639999999,-1.089355474,-0.0827836619420863,1.248003497052506,-0.680106074577061,0.2715879834126328,-0.2954296859999999,-1.069042966,-0.001564940613259,1.7846672269317716,0.91309571,0.2147997160978514,-16.022577092253126,13.295383532384134,0.4727998786468624,-7.3705238029558755,96.9356420885606,0.588481961991149,4.350709866099918,21.15274664428277,0.4482798317428738,6,0.54220027,1,1,-0.19397151
A321_15_11,1,2.7593997792480174,1.3202998943760085,1.4390998848720091,0.9174484052532834,0.2281125046979591,0.6851079155082789,1.036425782,-0.7859472719999999,-1.3423574988905236,1.2165839108230758,0.241698870318352,0.6656334510511298,1.013232426,-0.787001958,1.2356356585756716,1.3952317209147576,1.82342774,0.8383370893776059,-0.1773739053020408,0.0696452660285581,-0.03589844,-0.272089844,0.1457188422263157,0.5164017892544664,-0.1987858438014981,0.0769878663094904,-0.029414064,-0.291992186,-0.1157068190682324,0.8364165348137321,0.2625781219999999,0.3473934274190202,-0.7101506092000001,0.2508163004221905,-0.3223339819999999,-1.077578128,-0.0502815430666798,1.41133805072316,-0.7086687634531834,0.2448628674483003,-0.331337896,-1.0310449140000002,0.0398740925513322,1.589908437945776,0.7552441460000001,0.1505681532781762,-14.320430434662756,19.94361037211508,0.6331919055761108,-9.70624690674682,109.50035949250078,0.6462819423187451,-2.2485433178885628,17.14787347682027,0.5264134776539162,6,0.09566908,0,0,-0.4411317
A321_15_11,2,3.023999758080019,1.6037998716960102,1.420199886384009,1.129277566539924,0.1644634006487395,0.6792481112841173,1.009853522,-0.8481640640000001,-1.1476102140185602,1.0049931250812305,0.2742953755597722,0.6756654473859878,0.999365234,-0.853720704,1.2805195729386785,1.4122326539598813,1.863574226,0.83722251723145,-0.1688753131294117,0.0853477596884631,0.0149414059999999,-0.275097656,0.1319254588642984,0.5912683044850167,-0.1873997880151802,0.0851057580898842,0.010810548,-0.299375,-0.1492142535932491,0.8605266964409415,0.3143164059999999,0.3425763633994061,-0.7151958213142857,0.2637030329057743,-0.3114062519999999,-1.086123048,0.00376912862177,1.2913651705573816,-0.6782732659924098,0.27181455611328,-0.313535154,-1.1045996140000005,-0.0013683721697377,1.5315029230054902,0.7931933620000007,0.1513736058802579,-15.638865930142732,15.582167399413406,0.7361079094874328,-9.457306454595908,102.04591678906674,0.5835974719678358,1.8770022725495104,17.655060557357025,0.5600251985441269,7,0.42075002,1,1,-0.085075624
A321_15_11,3,3.10499975160002,1.6145998708320102,1.4903998807680094,1.0833333333333333,0.1611204395125209,0.6811948123114421,1.010361328,-0.867597662,-1.1383794729606018,1.050421911802717,0.2501377431211573,0.6989678289976912,1.054296874,-0.868232428,1.253713974424864,1.4722222226259367,1.922529302,0.8564007231316256,-0.1701181177095158,0.0953137181609312,0.0398535139999999,-0.285146482,0.1502524931300693,0.5168222408550313,-0.1368244757793851,0.1003908022092533,0.055830078,-0.257402344,-0.1285702571992021,0.813137833442327,0.34097656,0.4977370582801819,-0.7266449816761269,0.2355708723300672,-0.32723633,-1.043779304,-0.0408443411840644,1.1897993943908018,-0.6654723690307414,0.2747063183717453,-0.2619336,-1.019189442,0.0839815002773017,1.5334661402988965,0.7818457040000001,0.2347359123124389,-12.985749720392702,14.47532547432213,0.6176044172789363,-6.819764567520423,98.74225049847703,0.6247575601511767,1.5995317292980027,17.930333827929157,0.4394635488024755,7,0.44282103,1,1,-0.008348853
A321_15_11,4,2.7620997790320176,1.3283998937280084,1.433699885304009,0.9265536723163842,0.3077387124787018,0.6401245126006121,1.025097652,-0.7035058580000001,-1.2754345389513466,1.116819933797636,0.3945252116954887,0.5961582911647839,1.0066504,-0.6933496100000002,1.1770382067389042,1.2973166938577227,1.72860351,0.7761094616739712,-0.1231848228032454,0.120661170144188,0.089033208,-0.304394538,0.1747358962432487,0.588505055616406,-0.1033615412406015,0.067681332318741,0.0803515639999999,-0.18865234,-0.1401803599624232,0.7262599508807708,0.3934277459999999,0.499727934322312,-0.7036929128559838,0.2723478901777702,-0.26786133,-1.063876952,-0.1111975773992674,1.3940492618618523,-0.7216261630338345,0.2631669022237082,-0.32359375,-1.101757816,0.0642663649097414,1.4874495128278455,0.8338964859999999,0.3634628113857479,-17.105922906423828,22.24030869528273,0.6276418361595223,-10.211412916841802,104.57074626179846,0.5420457242255929,-1.0910716195820314,14.960031933986688,0.6282597848966136,8,0.15151684,0,0,-0.4550854
A321_15_11,5,3.1778997457680203,1.7387998608960111,1.4390998848720091,1.2082551594746718,0.1889038107038759,0.6434735485101751,1.012011722,-0.7959082099999999,-1.0292715822266978,0.9960658685208896,0.3662721842808988,0.6578345038261479,1.014843752,-0.7955273519999999,1.2519897422966182,1.3417608371871792,1.810751962,0.8242261597347927,-0.1905569268868217,0.0970882129319571,0.029326176,-0.309218752,0.0853228616682511,0.722837232534747,-0.1632027406741572,0.0836459051418231,0.030185548,-0.299863276,-0.1337573840589297,0.872090481480941,0.3394043,0.0911306228470316,-0.7480851515937985,0.2348774097842285,-0.323203126,-1.036406254,-0.0334001522004208,1.1811296454325713,-0.6484070680636703,0.2812577395462167,-0.226601566,-1.0497167900000002,0.1056975833289955,1.5189265167443116,0.8231152240000001,0.4069405003195723,-12.43017543312394,14.775408069785463,0.2810513143796669,-6.854089453427842,93.4902791048623,0.5640552457614354,4.428125494988116,19.37732228036471,0.4770399064855349,9,0.5449763,1,1,0.04421067
A321_15_11,6,4.139099668872026,1.9709998423200128,2.1680998265520137,0.9090909090909092,0.1391132113816689,0.6901667649977423,1.017373044,-0.869941408,-0.9510708797386336,0.839674827121099,0.5386178462263681,0.6616499470276561,1.0939941379999998,-0.8683496119999998,0.8298146920943243,1.409720489588867,1.9639355459999996,0.6233225013844501,-0.1934614264049247,0.1031102051026606,0.038115232,-0.316826168,0.1005844575647667,0.5038930534334121,-0.154987938243781,0.0791566680504269,0.03923828,-0.30642578,-0.1467929244319667,0.5844404764907671,0.356064448,0.3781346451164644,-0.6944660133433653,0.2669980158869824,-0.2196484359999999,-1.0103320320000002,-0.0721348256591693,1.004338692727678,-0.4380597255074626,0.3398275293500384,-0.103271486,-1.07336914,0.1131147851203986,1.3013016852951638,0.970097654,0.5783021151396708,-20.130624991126467,13.89616475758464,0.1572894639429504,-7.342603627044324,87.7996496794281,0.4132289630680679,6.162458401009127,16.795103090659516,0.3441273540958861,9,1.3206011,1,1,0.14519301
A321_10_3,0,2.648699788104017,1.417499886600009,1.2311999015040078,1.1513157894736843,0.314580803730038,0.6176097173110102,1.004570308,-0.668222654,-1.1588749258669528,0.9947923251180244,0.3708749339649891,0.6282118520993746,1.0362792980000002,-0.6698046860000002,1.345153083570654,1.579394067898722,1.7060839840000004,0.7886769877333897,-0.1026751863992395,0.0872017743397291,0.088984366,-0.208085944,0.1675691774266973,0.4399104697402055,-0.1104371895711159,0.1125412527457046,0.098867176,-0.256533198,-0.2130955937208113,0.8346988770226115,0.355400374,0.5190771942491507,-0.7473126327756654,0.2525652250768056,-0.20541016,-1.0457324260000005,-0.2351535144031083,1.1609997424163971,-0.7153788749803064,0.227324868143873,-0.388203126,-1.0973632839999998,0.1217609860241805,1.7146537183066075,0.8919531239999998,0.4150866039143561,-16.267901846503058,26.27070435119081,0.5773670426940178,-9.53300388205906,103.75430955806064,0.5858250910195859,0.4547849148085535,15.28691310997402,0.5519034885988388,5,0.13519505,0,0,-0.36415878
A321_10_3,1,2.573099794152016,1.1771999058240077,1.395899888328009,0.8433268858800773,0.2991892087368421,0.6205519129213458,1.011054684,-0.6785546899999999,-1.4156341431521833,1.1402429191104209,0.3614930841274131,0.5965852663662005,0.998925778,-0.6785546899999999,1.1941851302794126,1.3595347216045175,1.689609374,0.7931279445413679,-0.1399515509565217,0.0972567955832632,0.069873042,-0.2513183559999999,0.2059889988100748,0.5443806511358282,-0.1331139912277992,0.0953732177890939,0.069238278,-0.2599804639999999,-0.1544632489785934,0.8322669763981699,0.3298535059999999,0.2732741526869582,-0.7649472844576659,0.211888298300061,-0.3888281259999999,-1.057001956,-0.1217053138478756,1.2534244680925446,-0.7334678121698842,0.2421823697940642,-0.342910164,-1.128291014,0.1215613622573269,1.409544524188286,0.7853808499999999,0.358886408651088,-15.49272929536478,23.27998132528796,0.3296891259088566,-8.345712754939205,104.6191863153454,0.6314073007735277,3.302467225951782,15.666588936838366,0.6860280378731487,5,0.079217985,0,0,-0.434184
A321_10_3,2,2.4488998040880157,1.2176999025840078,1.2311999015040078,0.9890350877192984,0.2994998576902655,0.6362666020803037,1.0153613259999998,-0.68427735,-1.3722320224007098,1.1669640122271128,0.3679075916761489,0.6242326827987942,1.034501956,-0.6825585999999999,1.362753744497872,1.8515089177294628,1.718779306,0.7926672731489643,-0.1421096329469026,0.0800375086654712,0.04588867,-0.24640625,0.1515408267738363,0.6354755517965512,-0.1542639876849015,0.098938149791854,0.043164064,-0.297343752,-0.1784812472219682,0.9397143597669212,0.343232422,0.2899055769137927,-0.7420271698318585,0.2292728533032478,-0.362412118,-1.08711915,-0.1122521581137829,1.3482452484960603,-0.7281092078336979,0.2135494244489325,-0.420888676,-1.0771093660000002,0.0462582249482203,1.8342130648405788,0.724707032,0.2674838252523593,-11.699424112389869,19.30539767220488,0.3224972486783188,-9.360703171231286,112.73299946442307,0.5845986190727321,-0.9100985757973572,20.45737615551896,0.4712603397705051,6,-0.14128871,0,0,-0.33749112
